t1,t2,f1,f2,E
14.0,14.100000000000001,200.0,250.0,0.04229325192121042
24.8,24.900000000000002,250.0,300.0,0.04186340483230652
9.600000000000001,9.700000000000001,100.0,150.0,0.041811027977334214
16.2,16.3,400.0,450.0,0.041600052911284234
16.6,16.7,100.0,150.0,0.041406531785387085
25.400000000000002,25.5,250.0,300.0,0.04129968737166061
25.700000000000003,25.8,150.0,200.0,0.04105456048742534
11.3,11.4,200.0,250.0,0.040977999787073234
21.200000000000003,21.3,200.0,250.0,0.04082833284928098
6.0,6.1000000000000005,150.0,200.0,0.04081564616377623
8.700000000000001,8.8,150.0,200.0,0.040410571906916784
4.3,4.4,150.0,200.0,0.040065041740018716
4.0,4.1000000000000005,200.0,250.0,0.040042820977976894
23.5,23.6,200.0,250.0,0.03982719245797941
10.200000000000001,10.3,150.0,200.0,0.039825947213290414
5.4,5.5,200.0,250.0,0.03961248036110696
15.9,16.0,300.0,350.0,0.03958621464433916
12.4,12.5,200.0,250.0,0.03926525114251993
25.5,25.6,200.0,250.0,0.0391373349543946
13.700000000000001,13.8,250.0,300.0,0.038673258487568404
8.0,8.1,200.0,250.0,0.03847307150718421
25.400000000000002,25.5,200.0,250.0,0.03834706279332929
25.1,25.200000000000003,150.0,200.0,0.038318889455714975
19.700000000000003,19.8,200.0,250.0,0.03830957556670915
7.300000000000001,7.4,200.0,250.0,0.038025647755281694
25.1,25.200000000000003,250.0,300.0,0.037992511383007875
6.2,6.300000000000001,150.0,200.0,0.037859289046362835
18.3,18.400000000000002,150.0,200.0,0.037857610314979466
25.6,25.700000000000003,200.0,250.0,0.03765148650257322
15.4,15.5,100.0,150.0,0.037646524346585226
7.1000000000000005,7.2,150.0,200.0,0.03744171494114275
21.5,21.6,200.0,250.0,0.037129832616180275
19.3,19.400000000000002,200.0,250.0,0.037102748630052015
11.5,11.600000000000001,200.0,250.0,0.037047279019354444
21.3,21.400000000000002,300.0,350.0,0.0369799570815422
21.400000000000002,21.5,200.0,250.0,0.036886938657935575
25.700000000000003,25.8,250.0,300.0,0.036813103800829444
24.900000000000002,25.0,250.0,300.0,0.03650338183128002
18.7,18.8,150.0,200.0,0.03647246520820317
7.0,7.1000000000000005,150.0,200.0,0.03640411945688884
13.200000000000001,13.3,200.0,250.0,0.036353592602354566
15.9,16.0,250.0,300.0,0.03631764066398827
20.1,20.200000000000003,150.0,200.0,0.03599897035368703
21.900000000000002,22.0,150.0,200.0,0.035758272138154606
20.0,20.1,150.0,200.0,0.0356434954271585
7.300000000000001,7.4,150.0,200.0,0.03560618670968041
26.3,26.400000000000002,150.0,200.0,0.035468303502846917
26.1,26.200000000000003,150.0,200.0,0.03531955369735648
8.3,8.4,200.0,250.0,0.03530586190685329
20.900000000000002,21.0,150.0,200.0,0.03528751465096818
19.8,19.900000000000002,300.0,350.0,0.03516292385630922
18.6,18.7,300.0,350.0,0.035120740189085
7.6000000000000005,7.7,200.0,250.0,0.03510630901710733
25.8,25.900000000000002,150.0,200.0,0.034865277035095926
26.200000000000003,26.3,150.0,200.0,0.03482589681397462
26.0,26.1,150.0,200.0,0.03482128902570991
15.700000000000001,15.8,400.0,450.0,0.03475346627661024
24.700000000000003,24.8,250.0,300.0,0.03468094987761043
11.5,11.600000000000001,150.0,200.0,0.03467263409552083
9.9,10.0,150.0,200.0,0.03464037747365689
25.8,25.900000000000002,250.0,300.0,0.034456653006738724
5.5,5.6000000000000005,100.0,150.0,0.03443943829023107
23.400000000000002,23.5,200.0,250.0,0.03423456557921599
26.0,26.1,250.0,300.0,0.034102578654270424
8.4,8.5,150.0,200.0,0.03405422042714002
23.5,23.6,100.0,150.0,0.03393506872981159
17.0,17.1,150.0,200.0,0.0339147235240852
15.700000000000001,15.8,250.0,300.0,0.03378795393111765
15.8,15.9,400.0,450.0,0.03375060290185589
21.0,21.1,300.0,350.0,0.03369748401257153
18.2,18.3,150.0,200.0,0.03350287589924961
23.0,23.1,300.0,350.0,0.0334851663686542
23.700000000000003,23.8,200.0,250.0,0.03340161015416769
14.200000000000001,14.3,150.0,200.0,0.033224777325031964
